action,index,row,original,new
insert,3452,"{'station name': 'Heidelberg', 'cost center': nan, 'country code': 'ZA'}",,
update,3453,,"{'cost center': nan, 'station name': 'Heilbron', 'city': 'Free State', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'heilbron'}","{'cost center': 'ZA111S0661', 'station name': 'Heilbron', 'city': 'Free State', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'heilbron'}"
update,3454,,"{'cost center': nan, 'station name': 'Helderberg', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'helderberg'}","{'cost center': 'ZA111S0651', 'station name': 'Helderberg', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'helderberg'}"
insert,3455,"{'station name': 'Helderkruin Motors', 'cost center': nan, 'country code': 'ZA'}",,
update,3456,,"{'cost center': nan, 'station name': 'Heltmut Motors', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'heltmut motors'}","{'cost center': 'ZA111S0473', 'station name': 'Helmut Motors', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'heltmut motors'}"
update,3457,,"{'cost center': nan, 'station name': 'Hermanus', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'hermanus'}","{'cost center': 'ZA111S0681', 'station name': 'Hermanus', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'hermanus'}"
insert,3458,"{'station name': 'Hertford Junction', 'cost center': nan, 'country code': 'ZA'}",,
insert,3459,"{'station name': 'Hertzog Street motors', 'cost center': nan, 'country code': 'ZA'}",,
insert,3460,"{'station name': 'High Road', 'cost center': nan, 'country code': 'ZA'}",,
update,3461,,"{'cost center': nan, 'station name': 'Highlands Drive', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'highlands drive'}","{'cost center': 'ZA111S0217', 'station name': 'Highlands Drive', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'highlands drive'}"
insert,3462,"{'station name': 'Highway Filling Station', 'cost center': nan, 'country code': 'ZA'}",,
update,3463,,"{'cost center': nan, 'station name': 'Highway motors south', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'highway motors south'}","{'cost center': 'ZA111S0389', 'station name': 'Highway motors south', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'highway motors south'}"
update,3464,,"{'cost center': nan, 'station name': 'Highway motors Steelpoort ', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'highway motors steelpoort'}","{'cost center': 'ZA111S0390', 'station name': 'Highway motors Steelpoort ', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'highway motors steelpoort'}"
update,3465,,"{'cost center': nan, 'station name': 'Hluhluwe', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'hluhluwe'}","{'cost center': 'ZA111S0218', 'station name': 'Hluhluwe', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'hluhluwe'}"
update,3466,,"{'cost center': nan, 'station name': 'Hoedspruit', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'hoedspruit'}","{'cost center': 'ZA111S0686', 'station name': 'Hoedspruit', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'hoedspruit'}"
insert,3467,"{'station name': 'Hollywood Motors', 'cost center': nan, 'country code': 'ZA'}",,
update,3468,,"{'cost center': nan, 'station name': 'Hospital View', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'hospital view'}","{'cost center': 'ZA111S0081', 'station name': 'Hospital View', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'hospital view'}"
insert,3469,"{'station name': 'Houtkop', 'cost center': nan, 'country code': 'ZA'}",,
update,3470,,"{'cost center': nan, 'station name': 'Hyper', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'hyper'}","{'cost center': 'ZA111S0116', 'station name': 'Hyper', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'hyper'}"
update,3471,,"{'cost center': nan, 'station name': 'Idutywa', 'city': 'Eastern cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'idutywa'}","{'cost center': 'ZA111S0220', 'station name': 'Idutywa', 'city': 'Eastern cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'idutywa'}"
update,3472,,"{'cost center': nan, 'station name': 'Illovo', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'illovo'}","{'cost center': 'ZA111S0015', 'station name': 'Illovo', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'illovo'}"
insert,3473,"{'station name': 'IM Filling Station', 'cost center': nan, 'country code': 'ZA'}",,
insert,3474,"{'station name': 'Ixopo', 'cost center': nan, 'country code': 'ZA'}",,
insert,3475,"{'station name': 'Jaagvlak Motors', 'cost center': nan, 'country code': 'ZA'}",,
update,3476,,"{'cost center': nan, 'station name': 'Jabulani Garage', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'jabulani garage'}","{'cost center': 'ZA111S0665', 'station name': 'Jabulani Garage', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'jabulani garage'}"
insert,3477,"{'station name': 'Jakkalsdans Petroleum', 'cost center': nan, 'country code': 'ZA'}",,
insert,3478,"{'station name': 'Jan Ellis Motors', 'cost center': nan, 'country code': 'ZA'}",,
insert,3479,"{'station name': 'Janmari Vulstasie', 'cost center': nan, 'country code': 'ZA'}",,
update,3480,,"{'cost center': nan, 'station name': 'Janpret Trekkers', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'janpret trekkers'}","{'cost center': 'ZA111S0063', 'station name': 'Janpret Trekkers', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'janpret trekkers'}"
insert,3481,"{'station name': 'JB Nissan', 'cost center': nan, 'country code': 'ZA'}",,
update,3482,,"{'cost center': nan, 'station name': 'Jobert Park Moters', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'jobert park moters'}","{'cost center': 'ZA111S0442', 'station name': 'Joubert Park Motors', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'jobert park moters'}"
update,3483,,"{'cost center': nan, 'station name': 'Jozini', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'jozini'}","{'cost center': 'ZA111S0940', 'station name': 'Jozini', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'jozini'}"
update,3484,,"{'cost center': 'TBC', 'station name': 'K K Motors', 'city': 'KwaZulu Natal', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'k k motors'}","{'cost center': 'ZA111S0351', 'station name': 'K K Motors', 'city': 'KwaZulu Natal', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'k k motors'}"
update,3485,,"{'cost center': nan, 'station name': 'Kampus Diensstasie', 'city': 'Free State', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kampus diensstasie'}","{'cost center': 'ZA111S0634', 'station name': 'Kampus Diensstasie', 'city': 'Free State', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kampus diensstasie'}"
update,3486,,"{'cost center': nan, 'station name': 'Kampus Diensstasie (DeAar)', 'city': 'North West ', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kampus diensstasie deaar'}","{'cost center': 'ZA111S0634', 'station name': 'Kampus Diensstasie', 'city': 'North West ', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kampus diensstasie deaar'}"
update,3487,,"{'cost center': nan, 'station name': 'Karoo Diensstasie', 'city': 'Northern Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'karoo diensstasie'}","{'cost center': 'ZA111S0512', 'station name': 'Karoo Diensstasie', 'city': 'Northern Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'karoo diensstasie'}"
update,3488,,"{'cost center': nan, 'station name': 'Kempton ', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kempton'}","{'cost center': 'ZA111S0020', 'station name': 'Kempton ', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kempton'}"
update,3489,,"{'cost center': nan, 'station name': 'Kenilworth ', 'city': 'Western Cape', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kenilworth'}","{'cost center': 'ZA111S0222', 'station name': 'Kenilworth ', 'city': 'Western Cape', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kenilworth'}"
insert,3490,"{'station name': 'Keya rona', 'cost center': nan, 'country code': 'ZA'}",,
update,3491,,"{'cost center': nan, 'station name': 'Kgotsong', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kgotsong'}","{'cost center': 'ZA111S0391', 'station name': 'Kgotsong', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kgotsong'}"
update,3492,,"{'cost center': nan, 'station name': 'Khayelitsha', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'khayelitsha'}","{'cost center': 'ZA111S0223', 'station name': 'Khayelitsha', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'khayelitsha'}"
update,3493,,"{'cost center': nan, 'station name': 'Kimberley', 'city': 'Northern Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kimberley'}","{'cost center': 'ZA111S0635', 'station name': 'Kimberley', 'city': 'Northern Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kimberley'}"
update,3494,,"{'cost center': nan, 'station name': 'King', 'city': 'Eastern Cape', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'king'}","{'cost center': 'ZA111S0224', 'station name': 'King', 'city': 'Eastern Cape', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'king'}"
update,3495,,"{'cost center': nan, 'station name': 'Kingfisher Motors', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kingfisher motors'}","{'cost center': 'ZA111S0069', 'station name': 'Kingfisher Motors', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kingfisher motors'}"
update,3496,,"{'cost center': nan, 'station name': 'Kingsway', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kingsway'}","{'cost center': 'ZA111S0645', 'station name': 'Kingsway', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kingsway'}"
insert,3497,"{'station name': 'Kingsway (East Rand)', 'cost center': nan, 'country code': 'ZA'}",,
update,3498,,"{'cost center': 'TBC', 'station name': 'KK Motors', 'city': 'KwaZulu Natal', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kk motors'}","{'cost center': 'ZA111S0351', 'station name': 'K K Motors', 'city': 'KwaZulu Natal', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kk motors'}"
update,3499,,"{'cost center': nan, 'station name': 'Kleinbrak', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kleinbrak'}","{'cost center': 'ZA111S0709', 'station name': 'Kleinbrak', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kleinbrak'}"
update,3500,,"{'cost center': nan, 'station name': 'Klerksdorp', 'city': 'North West ', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'klerksdorp'}","{'cost center': 'ZA111S0155', 'station name': 'Klerksdorp', 'city': 'North West ', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'klerksdorp'}"
update,3501,,"{'cost center': nan, 'station name': 'Klipfontein', 'city': 'Mpumalanga', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'klipfontein'}","{'cost center': 'ZA111S0141', 'station name': 'Klipfontein', 'city': 'Mpumalanga', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'klipfontein'}"
update,3502,,"{'cost center': nan, 'station name': 'Klipportjie', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'klipportjie'}","{'cost center': 'ZA111S0031', 'station name': 'Klippoortjie', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'klipportjie'}"
update,3503,,"{'cost center': nan, 'station name': 'Kliptown', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kliptown'}","{'cost center': 'ZA111S0927', 'station name': 'Kliptown', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kliptown'}"
update,3504,,"{'cost center': nan, 'station name': 'Knopieslaagte', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'knopieslaagte'}","{'cost center': 'ZA111S0941', 'station name': 'Knoppieslaagte', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'knopieslaagte'}"
update,3505,,"{'cost center': nan, 'station name': 'Knysna', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'knysna'}","{'cost center': 'ZA111S0174', 'station name': 'Knysna', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'knysna'}"
update,3506,,"{'cost center': nan, 'station name': 'Kosi Bay', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kosi bay'}","{'cost center': 'ZA111S0147', 'station name': 'Kosi Bay', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kosi bay'}"
insert,3507,"{'station name': 'Kroon', 'cost center': nan, 'country code': 'ZA'}",,
update,3508,,"{'cost center': nan, 'station name': 'Krugerpark', 'city': 'Mpumalanga', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'krugerpark'}","{'cost center': 'ZA111S0169', 'station name': 'Krugerpark', 'city': 'Mpumalanga', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'krugerpark'}"
update,3509,,"{'cost center': nan, 'station name': 'Krugersdorp', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'krugersdorp'}","{'cost center': 'ZA111S0019', 'station name': 'Krugersdorp', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'krugersdorp'}"
update,3510,,"{'cost center': nan, 'station name': 'Kuilsriver', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kuilsriver'}","{'cost center': 'ZA111S0226', 'station name': 'Kuilsriver', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'kuilsriver'}"
update,3511,,"{'cost center': nan, 'station name': 'Kulungisa', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kulungisa'}","{'cost center': 'ZA111S0379', 'station name': 'Kulungisa', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kulungisa'}"
update,3512,,"{'cost center': nan, 'station name': 'Kuruman Garage', 'city': 'North Cape ', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kuruman garage'}","{'cost center': 'ZA111S0513', 'station name': 'Kuruman Garage', 'city': 'North Cape ', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'kuruman garage'}"
insert,3513,"{'station name': 'Kwamhlanga', 'cost center': nan, 'country code': 'ZA'}",,
update,3514,,"{'cost center': nan, 'station name': 'Lakefield', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lakefield'}","{'cost center': 'ZA111S0095', 'station name': 'Lakefield', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lakefield'}"
update,3515,,"{'cost center': nan, 'station name': 'Lakeside ', 'city': 'Western Cape', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lakeside'}","{'cost center': 'ZA111S0648', 'station name': 'Lakeside ', 'city': 'Western Cape', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lakeside'}"
update,3516,,"{'cost center': nan, 'station name': 'Langebaan', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'langebaan'}","{'cost center': 'ZA111S0227', 'station name': 'Langebaan', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'langebaan'}"
insert,3517,"{'station name': 'Lanseria', 'cost center': nan, 'country code': 'ZA'}",,
update,3518,,"{'cost center': nan, 'station name': 'Le Rochelle', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'le rochelle'}","{'cost center': 'ZA111S0465', 'station name': 'La Rochelle', 'city': 'Gauteng', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'le rochelle'}"
insert,3519,"{'station name': 'Lenasia', 'cost center': nan, 'country code': 'ZA'}",,
update,3520,,"{'cost center': nan, 'station name': 'Lenyenye', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lenyenye'}","{'cost center': 'ZA111S0392', 'station name': 'Lenyenye', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lenyenye'}"
update,3521,,"{'cost center': nan, 'station name': 'Leratong ', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'leratong'}","{'cost center': 'ZA111S0066', 'station name': 'Leratong ', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'leratong'}"
insert,3522,"{'station name': 'Letaba (SAN Parks)', 'cost center': nan, 'country code': 'ZA'}",,
insert,3523,"{'station name': 'Lictenburg', 'cost center': nan, 'country code': 'ZA'}",,
update,3524,,"{'cost center': nan, 'station name': 'Londt Motors', 'city': 'Western Cape', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'londt motors'}","{'cost center': 'ZA111S0514', 'station name': 'Londt Motors', 'city': 'Western Cape', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'londt motors'}"
insert,3525,"{'station name': 'Lower (SAN Parks)', 'cost center': nan, 'country code': 'ZA'}",,
insert,3526,"{'station name': 'Lucky Sam', 'cost center': nan, 'country code': 'ZA'}",,
update,3527,,"{'cost center': nan, 'station name': 'Lukhanji', 'city': 'Eastern cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lukhanji'}","{'cost center': 'ZA111S0193', 'station name': 'Lukhanji', 'city': 'Eastern cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lukhanji'}"
update,3528,,"{'cost center': nan, 'station name': 'Lusikisiki', 'city': 'Eastern Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lusikisiki'}","{'cost center': 'ZA111S0083', 'station name': 'Lusikisiki', 'city': 'Eastern Cape', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'lusikisiki'}"
update,3529,,"{'cost center': nan, 'station name': 'Lydenburg ', 'city': 'Mpumalanga', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'lydenburg'}","{'cost center': 'ZA111S0230', 'station name': 'Lydenburg ', 'city': 'Mpumalanga', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'lydenburg'}"
insert,3530,"{'station name': 'Lydenburg Toyota', 'cost center': nan, 'country code': 'ZA'}",,
update,3531,,"{'cost center': nan, 'station name': 'Lynedoch', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'lynedoch'}","{'cost center': 'ZA111S0520', 'station name': 'Lynedoch', 'city': 'Western Cape', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'lynedoch'}"
update,3532,,"{'cost center': nan, 'station name': 'M1 City ', 'city': 'Gauteng', 'segmentation': 'closed', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'm1 city'}","{'cost center': 'ZA111S0245', 'station name': 'N1 City', 'city': 'Gauteng', 'segmentation': 'closed', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'm1 city'}"
update,3533,,"{'cost center': nan, 'station name': 'Mabandla', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mabandla'}","{'cost center': 'ZA111S0064', 'station name': 'Mabandla', 'city': 'Gauteng', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mabandla'}"
insert,3534,"{'station name': 'Mabopane', 'cost center': nan, 'country code': 'ZA'}",,
insert,3535,"{'station name': 'Madiba Motors ', 'cost center': nan, 'country code': 'ZA'}",,
update,3536,,"{'cost center': nan, 'station name': 'Madlanduna', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'madlanduna'}","{'cost center': 'ZA111S0233', 'station name': 'Madlanduma', 'city': 'KwaZulu Natal', 'segmentation': 'S2', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'madlanduna'}"
update,3537,,"{'cost center': 'TBC', 'station name': 'Mafikeng', 'city': 'North West ', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mafikeng'}","{'cost center': 'ZA111S0653', 'station name': 'Mafikeng', 'city': 'North West ', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mafikeng'}"
update,3538,,"{'cost center': 'TBC', 'station name': 'Mafikeng', 'city': 'Northwest ', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mafikeng'}","{'cost center': 'ZA111S0653', 'station name': 'Mafikeng', 'city': 'Northwest ', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mafikeng'}"
update,3539,,"{'cost center': nan, 'station name': 'Magaba', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'magaba'}","{'cost center': 'ZA111S0234', 'station name': 'Magaba', 'city': 'Limpopo', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'magaba'}"
update,3540,,"{'cost center': nan, 'station name': 'Makhado', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'makhado'}","{'cost center': 'ZA111S0235', 'station name': 'Makhado', 'city': 'Limpopo', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'makhado'}"
update,3541,,"{'cost center': nan, 'station name': 'Malamulele Motors', 'city': 'Limpopo', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'malamulele motors'}","{'cost center': 'ZA111S0381', 'station name': 'Malamulele Motors', 'city': 'Limpopo', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'malamulele motors'}"
update,3542,,"{'cost center': nan, 'station name': 'Malanda', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'malanda'}","{'cost center': 'ZA111S0664', 'station name': 'Malanda', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'malanda'}"
update,3543,,"{'cost center': nan, 'station name': 'Mamelodi', 'city': 'Gauteng', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mamelodi'}","{'cost center': 'ZA111S0321', 'station name': 'Mamelodi', 'city': 'Gauteng', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'ZA', 'norm_name': 'mamelodi'}"
insert,3544,"{'station name': 'Malmesburg Bokomo Expressmark', 'cost center': nan, 'country code': 'ZA'}",,
update,3545,,"{'cost center': nan, 'station name': 'Mandini', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mandini'}","{'cost center': 'ZA111S0191', 'station name': 'Mandeni', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'mandini'}"
update,3546,,"{'cost center': nan, 'station name': 'Manjoes', 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'manjoes'}","{'cost center': 'ZA111S0353', 'station name': ""Manjoe's"", 'city': 'KwaZulu Natal', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZA', 'norm_name': 'manjoes'}"
