action,index,row,original,new
update,4039,,"{'cost center': 'MZ111S2201', 'station name': 'Nampula', 'city': 'North', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'nampula'}","{'cost center': 'MZ111S2201', 'station name': 'Nampula', 'city': 'North', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'nampula'}"
update,4040,,"{'cost center': 'MZ111S4215', 'station name': 'Plus Cuamba', 'city': 'North', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'MZ', 'norm_name': 'plus cuamba'}","{'cost center': 'MZ111S4215', 'station name': 'Cuamba Plus', 'city': 'North', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'nan', 'norm_name': 'plus cuamba'}"
insert,4041,"{'station name': 'Auto Chuabo - Xcellent Fuel, Lda', 'cost center': 'MZ111S2225', 'country code': 'MZ'}",,
insert,4042,"{'station name': 'Nacala Porto- NBD', 'cost center': 'MZ111S4228', 'country code': 'MZ'}",,
insert,4043,"{'station name': 'Posto abastecimento Lurdes e filhos-Nicoadala', 'cost center': 'MZ111S4223', 'country code': 'MZ'}",,
insert,4044,"{'station name': 'STATION CAIA', 'cost center': 'MZ111S2237', 'country code': 'MZ'}",,
insert,4045,"{'station name': 'Nacala Alta - Sompec', 'cost center': 'MZ111S2239', 'country code': 'MZ'}",,
update,4046,,"{'cost center': 'MZ111S4225', 'station name': 'Niassa Petroleo', 'city': 'North', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'MZ', 'norm_name': 'niassa petroleo'}","{'cost center': 'MZ111S2301', 'station name': 'Niaa Petroleo', 'city': 'North', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'nan', 'norm_name': 'niassa petroleo'}"
update,4047,,"{'cost center': 'MZ111S2239', 'station name': 'Shoprite Pemba', 'city': 'North', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'shoprite pemba'}","{'cost center': 'MZ111S2246', 'station name': 'Shoprite Pemba', 'city': 'North', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'shoprite pemba'}"
insert,4048,"{'station name': 'STATION SOMPEC OIL', 'cost center': 'MZ111S2239', 'country code': 'MZ'}",,
insert,4049,"{'station name': 'Macia', 'cost center': 'MZ111S2235', 'country code': 'MZ'}",,
update,4050,,"{'cost center': 'MZ111S4238', 'station name': 'Chiure ', 'city': 'North', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'MZ', 'norm_name': 'chiure'}","{'cost center': 'MZ111S4238', 'station name': 'Chiure ', 'city': 'North', 'segmentation': 'S3', 'management method': 'DODO', 'country code': 'nan', 'norm_name': 'chiure'}"
insert,4051,"{'station name': 'Palma ', 'cost center': 'MZ111S4229', 'country code': 'MZ'}",,
insert,4052,"{'station name': 'Namicopo', 'cost center': 'MZ111S4243', 'country code': 'MZ'}",,
insert,4053,"{'station name': 'Madruga', 'cost center': 'MZ111S2250', 'country code': 'MZ'}",,
update,4054,,"{'cost center': 'MZ111S2251', 'station name': 'Autoestrada', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'autoestrada'}","{'cost center': 'MZ111S2251', 'station name': 'Auto Estrada B', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'autoestrada'}"
insert,4055,"{'station name': 'Mailindo', 'cost center': 'MZ111S2252', 'country code': 'MZ'}",,
insert,4056,"{'station name': 'Mariliza', 'cost center': 'MZ111S2253', 'country code': 'MZ'}",,
insert,4057,"{'station name': 'OK', 'cost center': 'MZ111S4239', 'country code': 'MZ'}",,
insert,4058,"{'station name': 'Chokwe', 'cost center': 'MZ111S4240', 'country code': 'MZ'}",,
insert,4059,"{'station name': '11 de Outubro', 'cost center': 'MZ111S2264', 'country code': 'MZ'}",,
update,4060,,"{'cost center': 'MZ111S2254', 'station name': '24 de Julho', 'city': 'South', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': '24 de julho'}","{'cost center': 'MZ111S2254', 'station name': '24 de Julho BP', 'city': 'South', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'nan', 'norm_name': '24 de julho'}"
insert,4061,"{'station name': 'Cabeça de Cavalo', 'cost center': 'MZ111S2255', 'country code': 'MZ'}",,
update,4062,,"{'cost center': 'MZ111S2256', 'station name': 'Clube Naval', 'city': 'South', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'clube naval'}","{'cost center': 'MZ111S2256', 'station name': 'Clube Naval BP', 'city': 'South', 'segmentation': 'S2', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'clube naval'}"
insert,4063,"{'station name': 'Inchope II', 'cost center': 'MZ111S2263', 'country code': 'MZ'}",,
insert,4064,"{'station name': 'Lagoa', 'cost center': 'MZ111S2257', 'country code': 'MZ'}",,
insert,4065,"{'station name': 'Muxungué', 'cost center': 'MZ111S2265', 'country code': 'MZ'}",,
insert,4066,"{'station name': 'Nacala II', 'cost center': 'MZ111S2269', 'country code': 'MZ'}",,
insert,4067,"{'station name': 'Nampula II', 'cost center': 'MZ111S2270', 'country code': 'MZ'}",,
insert,4068,"{'station name': 'Nhabete', 'cost center': 'MZ111S4241', 'country code': 'MZ'}",,
update,4069,,"{'cost center': 'MZ111S2266', 'station name': 'Nova Chamba', 'city': 'Centre', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'nova chamba'}","{'cost center': 'MZ111S2266', 'station name': 'Nova Chamba BP', 'city': 'Centre', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'nova chamba'}"
insert,4070,"{'station name': 'Ofir', 'cost center': 'MZ111S2267', 'country code': 'MZ'}",,
insert,4071,"{'station name': 'Tavene', 'cost center': 'MZ111S4247', 'country code': 'MZ'}",,
update,4072,,"{'cost center': 'MZ111S2258', 'station name': 'Vale do Infulene', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'vale do infulene'}","{'cost center': 'MZ111S2258', 'station name': 'Vale De Infule', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'vale do infulene'}"
insert,4073,"{'station name': 'CMC', 'cost center': 'MZ111S2259', 'country code': 'MZ'}",,
update,4074,,"{'cost center': 'MZ111S2261', 'station name': 'Machava 15', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'MZ', 'norm_name': 'machava 15'}","{'cost center': 'MZ111S2261', 'station name': 'Machava 15 BP', 'city': 'South', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'nan', 'norm_name': 'machava 15'}"
insert,4075,"{'station name': 'Macia II', 'cost center': 'MZ111S4248', 'country code': 'MZ'}",,
insert,4076,"{'station name': 'Massinga II', 'cost center': 'MZ111S4249', 'country code': 'MZ'}",,
insert,4077,"{'station name': 'Sebastião Mabote', 'cost center': 'MZ111S2260', 'country code': 'MZ'}",,
insert,4078,"{'station name': 'Nova Amadora', 'cost center': 'MZ111S4242', 'country code': 'MZ'}",,
insert,4079,"{'station name': 'Gurué', 'cost center': 'MZ111S4249', 'country code': 'MZ'}",,
insert,4080,"{'station name': 'Sampene', 'cost center': 'MZ111S4251', 'country code': 'MZ'}",,
insert,4081,"{'station name': 'Pateque', 'cost center': 'MZ111S4244', 'country code': 'MZ'}",,
insert,4082,"{'station name': 'Amirana 3', 'cost center': 'MZ111S4245', 'country code': 'MZ'}",,
insert,4083,"{'station name': 'KATIMA TOTAL', 'cost center': 'NA111S0064', 'country code': nan}",,
insert,4084,"{'station name': 'WIKA S/C                                                                                                                ', 'cost center': 'NA111S0064', 'country code': nan}",,
insert,4085,"{'station name': 'ADALBERTO GOITES   (KAVANGO GARAGE)                                                                                                     ', 'cost center': 'NA111S0001', 'country code': nan}",,
insert,4086,"{'station name': 'ELUWA S/S                                                                                                               ', 'cost center': 'NA111S0005', 'country code': nan}",,
insert,4087,"{'station name': 'ANDREAS ANGUUO      (ONGANDJERA TOTAL)                                                                                                    ', 'cost center': 'NA111S0002', 'country code': nan}",,
insert,4088,"{'station name': 'B1 CITY                                                                                                                 ', 'cost center': 'NA111S0051', 'country code': nan}",,
insert,4089,"{'station name': 'E O G S/S                                                                                                               ', 'cost center': 'NA111S0004', 'country code': nan}",,
insert,4090,"{'station name': 'EAST GATE S/S                                                                                                           ', 'cost center': 'NA111S0020', 'country code': nan}",,
insert,4091,"{'station name': 'ELOFF S/S CC          ( SWAKOPMUND TOTAL)                                                                                                  ', 'cost center': 'NA111S0023', 'country code': nan}",,
insert,4092,"{'station name': 'FOURWAYS S/S                                                                                                            ', 'cost center': 'NA111S0006', 'country code': nan}",,
insert,4093,"{'station name': 'GROBLER MOTORS     ( HENTIESBAY TOTAL)                                                                                                     ', 'cost center': 'NA111S0025', 'country code': nan}",,
insert,4094,"{'station name': 'HERBERT HEINRICH    (MARIENTAL TOYOTA)                                                                                                   ', 'cost center': 'NA111S0041', 'country code': nan}",,
insert,4095,"{'station name': ""JOHNNY'S AUTO ELEK  (KEETMANSHOOP TOTAL)                                                                                                    "", 'cost center': 'NA111S0039', 'country code': nan}",,
insert,4096,"{'station name': 'KAVANGO SERVICE CENTER   (PETROPORT)                                                                                               ', 'cost center': 'NA111S0038', 'country code': nan}",,
insert,4097,"{'station name': 'KHOMASDAL S/S                                                                                                           ', 'cost center': 'NA111S0048', 'country code': nan}",,
insert,4098,"{'station name': 'KINGS S/S                                                                                                               ', 'cost center': 'NA111S0059', 'country code': nan}",,
insert,4099,"{'station name': 'OKAPANA S/S                                                                                                             ', 'cost center': 'NA111S0060', 'country code': nan}",,
insert,4100,"{'station name': 'ONGHA S/S                                                                                                               ', 'cost center': 'NA111S0037', 'country code': nan}",,
insert,4101,"{'station name': 'PIONEERSPARK S/C                                                                                                        ', 'cost center': 'NA111S0043', 'country code': nan}",,
insert,4102,"{'station name': 'POOLMAN MOTORS                                                                                                          ', 'cost center': 'NA111S0033', 'country code': nan}",,
insert,4103,"{'station name': 'RIVERSIDE S/C                                                                                                           ', 'cost center': 'NA111S0045', 'country code': nan}",,
insert,4104,"{'station name': 'SUIDWES DIENSTASIE                                                                                                      ', 'cost center': 'NA111S0047', 'country code': nan}",,
insert,4105,"{'station name': 'TRANSCAPRIVI S/C                                                                                                        ', 'cost center': 'NA111S0008', 'country code': nan}",,
insert,4106,"{'station name': 'NARRAVILLE', 'cost center': 'NA11120063', 'country code': nan}",,
insert,4107,"{'station name': 'WINDHOEK NORTH TOTAL SERVICE STATION CC                                                                                 ', 'cost center': 'NA111S0014', 'country code': nan}",,
insert,4108,"{'station name': 'TOTAL KAMUNU (SHAMSHIR INVESTMENT)', 'cost center': 'NA111S0054', 'country code': nan}",,
insert,4109,"{'station name': 'LONGBEACH (LANGSTRAND)', 'cost center': 'NA111S0061', 'country code': nan}",,
insert,4110,"{'station name': 'MWAWAPEKANGE', 'cost center': 'NA111S0065', 'country code': nan}",,
insert,4111,"{'station name': 'OKAROKAPE', 'cost center': 'NA111S0073', 'country code': nan}",,
insert,4112,"{'station name': 'OMUTSEGONIME', 'cost center': 'NA111S0075', 'country code': nan}",,
insert,4113,"{'station name': 'SANTORINI', 'cost center': 'NA111S0066', 'country code': nan}",,
insert,4114,"{'station name': 'TOP TIER', 'cost center': 'NA111S0077', 'country code': nan}",,
insert,4115,"{'station name': 'GWASHAMBA', 'cost center': 'NA111S0067', 'country code': nan}",,
insert,4116,"{'station name': 'ARANOS', 'cost center': 'NA111S0070', 'country code': nan}",,
insert,4117,"{'station name': 'SL', 'cost center': 'NA111S0069', 'country code': nan}",,
insert,4118,"{'station name': 'ARANDIS', 'cost center': 'NA11120072', 'country code': nan}",,
insert,4119,"{'station name': 'LAFRENZ', 'cost center': 'NA111S0071', 'country code': nan}",,
insert,4120,"{'station name': ""GERRY'S "", 'cost center': 'NA111S0074', 'country code': nan}",,
insert,4121,"{'station name': 'INDEPENDENCE BEACH', 'cost center': 'NA111S0066', 'country code': nan}",,
insert,4122,"{'station name': 'S.A.R', 'cost center': 'NA111S0097', 'country code': nan}",,
insert,4123,"{'station name': ""JUPY'S"", 'cost center': 'NA111S0079', 'country code': nan}",,
insert,4124,"{'station name': 'NKURENKURU', 'cost center': 'NA111S0080', 'country code': nan}",,
insert,4129,"{'station name': 'TOTAL KARIBA', 'cost center': 'ZW111S0065', 'country code': 'ZW'}",,
insert,4133,"{'station name': 'MASVINGO', 'cost center': 'ZW111S0087', 'country code': 'ZW'}",,
insert,4134,"{'station name': 'AUTO DRIVE', 'cost center': 'ZW111S0047', 'country code': 'ZW'}",,
insert,4135,"{'station name': 'AUTOMOTIVE PE', 'cost center': 'ZW111S0118', 'country code': 'ZW'}",,
insert,4136,"{'station name': 'TOTAL ZVISHAVANE', 'cost center': 'ZW111S0088', 'country code': 'ZW'}",,
insert,4137,"{'station name': 'VICTORIA FALLS', 'cost center': 'ZW111S0008', 'country code': 'ZW'}",,
update,4138,,"{'cost center': 'ZW111S0030', 'station name': 'AVONDALE', 'city': 'HARARE', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZW', 'norm_name': 'avondale'}","{'cost center': 'ZM111S2284', 'station name': 'AVONDALE', 'city': 'HARARE', 'segmentation': 'S1', 'management method': 'CODO', 'country code': 'ZM', 'norm_name': 'avondale'}"
insert,4140,"{'station name': 'BAOBAB', 'cost center': 'ZW111S0009', 'country code': 'ZW'}",,
insert,4141,"{'station name': 'TOTAL BEITBRIGDE', 'cost center': 'ZW111S0089', 'country code': 'ZW'}",,
insert,4142,"{'station name': 'BELGRAVIA SERVICE STATION', 'cost center': 'ZW111S0174', 'country code': 'ZW'}",,
insert,4143,"{'station name': 'RIDGEWAY SERVICE STATION', 'cost center': 'ZW111S0174', 'country code': 'ZW'}",,
insert,4145,"{'station name': 'BINGA', 'cost center': 'ZW111S0144', 'country code': 'ZW'}",,
update,4147,,"{'cost center': 'ZW111S0179', 'station name': 'BUDIRIRO RVC', 'city': 'HARARE', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZW', 'norm_name': 'budiriro rvc'}","{'cost center': 'ZW111S0179', 'station name': 'RVC Budiriro', 'city': 'HARARE', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZW', 'norm_name': 'budiriro rvc'}"
insert,4148,"{'station name': 'BUFFALO RANGE', 'cost center': 'ZW111S0135', 'country code': 'ZW'}",,
insert,4149,"{'station name': 'CHAMINUKA', 'cost center': 'ZW111S0031', 'country code': 'ZW'}",,
insert,4150,"{'station name': 'CHIPINGE SERVICE STATION', 'cost center': 'ZW111S0020', 'country code': 'ZW'}",,
insert,4153,"{'station name': 'GLEN NORAH B', 'cost center': 'ZW111S0062', 'country code': 'ZW'}",,
insert,4154,"{'station name': 'CLONSILLA', 'cost center': 'ZW111S0091', 'country code': 'ZW'}",,
insert,4156,"{'station name': 'CORNER SS', 'cost center': 'ZW111S0067', 'country code': 'ZW'}",,
insert,4159,"{'station name': 'DB STOPOVER (DODO)', 'cost center': 'ZW111S0128', 'country code': 'ZW'}",,
insert,4163,"{'station name': 'FARMEC', 'cost center': 'ZW111S0129', 'country code': 'ZW'}",,
insert,4164,"{'station name': 'FIFE STREET (CODO)', 'cost center': 'ZW111S0013', 'country code': 'ZW'}",,
insert,4165,"{'station name': 'MUSHAYABANDE', 'cost center': 'ZW111S0079', 'country code': 'ZW'}",,
insert,4167,"{'station name': 'GOKWE', 'cost center': 'ZW111S0034', 'country code': 'ZW'}",,
update,4168,,"{'cost center': 'ZW111S0178', 'station name': 'HOUGHTON PARK RVC', 'city': 'HARARE', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZW', 'norm_name': 'houghton park rvc'}","{'cost center': 'ZW111S0178', 'station name': 'RVC Houghton Park', 'city': 'HARARE', 'segmentation': 'S3', 'management method': 'CODO', 'country code': 'ZW', 'norm_name': 'houghton park rvc'}"
insert,4172,"{'station name': 'KUWADZANA', 'cost center': 'ZW111S0045', 'country code': 'ZW'}",,
insert,4173,"{'station name': 'KWEKWE 1', 'cost center': 'ZW111S0036', 'country code': 'ZW'}",,
insert,4174,"{'station name': 'CHEGUTU', 'cost center': 'ZW111S0037', 'country code': 'ZW'}",,
insert,4175,"{'station name': 'SOUTHEND (CODO)', 'cost center': 'ZW111S0052', 'country code': 'ZW'}",,
